activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19143827,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1cccc(Nc2cc(Nc3cc(C)c(F)cn3)ncc2C(=O)NC)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '16.69', 'le': '0.31', 'lle': '4.02', 'sei': '6.44'}",CHEMBL4441840,,CHEMBL4441840,7.55,0,http://www.openphacts.org/units/Nanomolar,3195078,=,1,1,=,,IC50,nM,,28.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,28.0
,19143828,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)N(C)C)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '15.22', 'le': '0.28', 'lle': '3.41', 'sei': '6.35'}",CHEMBL4577224,,CHEMBL4577224,6.89,0,http://www.openphacts.org/units/Nanomolar,3195079,=,1,1,=,,IC50,nM,,130.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,130.0
,19143829,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)NCC2CC2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '15.03', 'le': '0.28', 'lle': '3.27', 'sei': '6.13'}",CHEMBL4527672,,CHEMBL4527672,7.19,0,http://www.openphacts.org/units/Nanomolar,3195080,=,1,1,=,,IC50,nM,,64.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,64.0
,19143830,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)NCCO)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '14.21', 'le': '0.27', 'lle': '4.16', 'sei': '4.84'}",CHEMBL4439617,,CHEMBL4439617,6.66,0,http://www.openphacts.org/units/Nanomolar,3195081,=,1,1,=,,IC50,nM,,220.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,220.0
,19143831,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)NCCN2CCOCC2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '13.56', 'le': '0.26', 'lle': '4.45', 'sei': '5.62'}",CHEMBL4578980,,CHEMBL4578980,7.29,0,http://www.openphacts.org/units/Nanomolar,3195082,=,1,1,=,,IC50,nM,,51.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,51.0
,19143832,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)NCc2ccccn2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '14.85', 'le': '0.28', 'lle': '3.56', 'sei': '5.88'}",CHEMBL4474729,,CHEMBL4474729,7.66,0,http://www.openphacts.org/units/Nanomolar,3195083,=,1,1,=,,IC50,nM,,22.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,22.0
,19143833,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2nnco2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.41', 'le': '0.32', 'lle': '3.99', 'sei': '6.16'}",CHEMBL4543984,,CHEMBL4543984,7.82,0,http://www.openphacts.org/units/Nanomolar,3195084,=,1,1,=,,IC50,nM,,15.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,15.0
,19143834,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2nnc(C)o2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.09', 'le': '0.32', 'lle': '3.78', 'sei': '6.23'}",CHEMBL4443834,,CHEMBL4443834,7.92,0,http://www.openphacts.org/units/Nanomolar,3195085,=,1,1,=,,IC50,nM,,12.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,12.0
,19143835,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2ccn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.43', 'le': '0.32', 'lle': '3.87', 'sei': '7.59'}",CHEMBL4566158,,CHEMBL4566158,8.05,0,http://www.openphacts.org/units/Nanomolar,3195086,=,1,1,=,,IC50,nM,,9.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,9.0
,19143836,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2ccnn2C)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '15.50', 'le': '0.29', 'lle': '2.97', 'sei': '6.75'}",CHEMBL4572426,,CHEMBL4572426,7.16,0,http://www.openphacts.org/units/Nanomolar,3195087,=,1,1,=,,IC50,nM,,70.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,70.0
,19143837,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2nc[nH]n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '18.05', 'le': '0.34', 'lle': '4.54', 'sei': '6.24'}",CHEMBL4572855,,CHEMBL4572855,8.10,0,http://www.openphacts.org/units/Nanomolar,3195088,=,1,1,=,,IC50,nM,,8.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,8.0
,19143838,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2n[nH]c(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.63', 'le': '0.33', 'lle': '4.28', 'sei': '6.29'}",CHEMBL4457060,,CHEMBL4457060,8.15,0,http://www.openphacts.org/units/Nanomolar,3195089,=,1,1,=,,IC50,nM,,7.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,7.0
,19143839,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2nncn2C)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '16.86', 'le': '0.31', 'lle': '4.22', 'sei': '6.56'}",CHEMBL4435079,,CHEMBL4435079,7.80,0,http://www.openphacts.org/units/Nanomolar,3195090,=,1,1,=,,IC50,nM,,16.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,16.0
,19143840,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2ncnn2C)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '16.92', 'le': '0.31', 'lle': '4.24', 'sei': '6.58'}",CHEMBL4565054,,CHEMBL4565054,7.82,0,http://www.openphacts.org/units/Nanomolar,3195091,=,1,1,=,,IC50,nM,,15.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,15.0
,19143841,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '18.16', 'le': '0.34', 'lle': '4.82', 'sei': '7.06'}",CHEMBL4557190,,CHEMBL4557190,8.40,0,http://www.openphacts.org/units/Nanomolar,3195092,=,1,1,=,,IC50,nM,,4.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,4.0
,19143842,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(C#N)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '18.05', 'le': '0.33', 'lle': '5.22', 'sei': '5.76'}",CHEMBL4469750,,CHEMBL4469750,8.22,0,http://www.openphacts.org/units/Nanomolar,3195093,=,1,1,=,,IC50,nM,,6.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,6.0
,19143843,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(C(F)(F)F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '15.89', 'le': '0.30', 'lle': '3.77', 'sei': '6.66'}",CHEMBL4559585,,CHEMBL4559585,7.92,0,http://www.openphacts.org/units/Nanomolar,3195094,=,1,1,=,,IC50,nM,,12.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,12.0
,19143844,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)nc(C)n2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.24', 'le': '0.32', 'lle': '4.78', 'sei': '6.01'}",CHEMBL4580625,,CHEMBL4580625,7.92,0,http://www.openphacts.org/units/Nanomolar,3195095,=,1,1,=,,IC50,nM,,12.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,12.0
,19143845,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '18.63', 'le': '0.35', 'lle': '5.51', 'sei': '6.38'}",CHEMBL4476261,,CHEMBL4476261,7.85,0,http://www.openphacts.org/units/Nanomolar,3195096,=,1,1,=,,IC50,nM,,14.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,14.0
,19143846,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '19.21', 'le': '0.36', 'lle': '5.76', 'sei': '6.58'}",CHEMBL4571117,,CHEMBL4476261,8.10,0,http://www.openphacts.org/units/Nanomolar,3195097,=,1,1,=,,IC50,nM,,8.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,8.0
,19264133,[],CHEMBL4404837,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IL12 -induced STAT4 phosphorylation pre-incubated for 30 mins before IL12 stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)(O)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '16.13', 'le': '0.30', 'lle': '3.60', 'sei': '5.51'}",CHEMBL4473572,,CHEMBL4473572,6.59,0,http://www.openphacts.org/units/Nanomolar,3216870,=,1,1,=,,IC50,nM,,257.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,257.0
,19264134,[],CHEMBL4404837,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IL12 -induced STAT4 phosphorylation pre-incubated for 30 mins before IL12 stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '20.35', 'le': '0.38', 'lle': '4.82', 'sei': '7.15'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,6.36,0,http://www.openphacts.org/units/Nanomolar,3216868,=,1,1,=,,IC50,nM,,440.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,440.0
Not Determined,19264196,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CC(=O)NC34CCC(C(N)=O)(CC3)CC4)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4447497,,CHEMBL4447497,,0,,3216879,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
Not Determined,19264197,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CC(=O)N[C@H]3CC[C@H](O)CC3)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4582390,,CHEMBL4582390,,0,,3216878,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
Not Determined,19264198,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CC(=O)NCc3ccc(F)cc3)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4588333,,CHEMBL4588333,,0,,3216877,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
Not Determined,19264199,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CNC(=O)CC3CC3)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4437638,,CHEMBL4437638,,0,,3216876,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
Not Determined,19264200,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CC(=O)NCC(F)(F)F)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4439418,,CHEMBL4439418,,0,,3216875,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,19264201,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)(C#N)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '17.75', 'le': '0.33', 'lle': '3.64', 'sei': '6.01'}",CHEMBL4537718,,CHEMBL4537718,7.41,0,http://www.openphacts.org/units/Nanomolar,3216874,=,1,1,=,,IC50,nM,,39.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,39.0
Not Determined,19264202,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CC[C@H]1CC[C@H](n2c(CC(=O)N3CCC(N4CCOCC4)CC3)nc3cnc4[nH]ccc4c32)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4456630,,CHEMBL4456630,,0,,3216873,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,19264203,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,N#CCCNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '18.45', 'le': '0.34', 'lle': '4.06', 'sei': '5.83'}",CHEMBL4563534,,CHEMBL4563534,7.19,0,http://www.openphacts.org/units/Nanomolar,3216872,=,1,1,=,,IC50,nM,,65.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,65.0
Not Determined,19264204,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)CN1CCC(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4514898,,CHEMBL4514898,,0,,3216871,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,19264205,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)(O)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '17.79', 'le': '0.33', 'lle': '4.28', 'sei': '6.08'}",CHEMBL4473572,,CHEMBL4473572,7.27,0,http://www.openphacts.org/units/Nanomolar,3216870,=,1,1,=,,IC50,nM,,54.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,60.0,54.0
Not Determined,19264206,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,CHEMBL4402578,J Med Chem,2020,,CHEMBL4470339,,CHEMBL4470339,,0,,3216869,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,19264207,[],CHEMBL4404830,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in IFNalpha-induced STAT4 phosphorylation pre-incubated for 30 mins before IFNalpha stimulation for 30 mins AlphaLISAassay,B,,,BAO_0000190,BAO_0000223,protein complex format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL4402578,J Med Chem,2020,"{'bei': '24.28', 'le': '0.45', 'lle': '6.05', 'sei': '8.53'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,7.58,0,http://www.openphacts.org/units/Nanomolar,3216868,=,1,1,=,,IC50,nM,,26.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,26.0
,19292331,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC1)N1[C@@H]2CC[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '17.75', 'le': '0.34', 'lle': '5.98', 'sei': '7.17'}",CHEMBL4535276,,CHEMBL4535276,7.12,0,http://www.openphacts.org/units/Nanomolar,3221586,=,1,1,=,,IC50,nM,,75.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,75.0
,19292333,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '18.42', 'le': '0.35', 'lle': '5.16', 'sei': '8.64'}",CHEMBL4580985,,CHEMBL4580985,6.84,0,http://www.openphacts.org/units/Nanomolar,3221587,=,1,1,=,,IC50,nM,,144.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,144.0
,19292335,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1C,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '14.14', 'le': '0.27', 'lle': '4.01', 'sei': '6.21'}",CHEMBL4445892,,CHEMBL4445892,6.42,0,http://www.openphacts.org/units/Nanomolar,3221588,=,1,1,=,,IC50,nM,,385.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,385.0
Not Determined,19292337,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1ccc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)nc1,,,CHEMBL4411260,J Med Chem,2018,,CHEMBL4448796,,CHEMBL4448796,,0,,3221589,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,19292339,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '23.75', 'le': '0.44', 'lle': '5.88', 'sei': '8.35'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,7.42,0,http://www.openphacts.org/units/Nanomolar,3221590,=,1,1,=,,IC50,nM,,38.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,38.0
